"phone","churn","account_length","area_code","custserv_calls","day_calls","day_charge","day_mins","eve_calls","eve_charge","eve_mins","intl_calls","intl_charge","intl_mins","intl_plan","night_calls","night_charge","night_mins","vmail_message","vmail_plan"
"349-3005","yes",130,"408",4,129,46.21,271.8,128,20.16,237.2,2,2.35,8.7,"no",91,9.45,210.1,0,"no"
"371-3498","no",122,"408",3,83,33.22,195.4,93,22.8,268.2,6,2.27,8.4,"no",95,7.56,168.0,29,"yes"
"367-4853","no",166,"510",3,93,33.93,199.6,99,18.22,214.3,5,1.94,7.2,"no",110,8.86,196.8,0,"no"
"422-3454","no",62,"415",0,98,17.0,100.0,95,14.75,173.5,4,2.73,10.1,"no",122,9.81,218.0,0,"no"
"403-8915","no",78,"415",2,85,27.3,160.6,79,18.96,223.1,1,2.57,9.5,"no",92,5.58,124.0,21,"yes"
"371-2418","no",148,"415",1,91,26.98,158.7,127,13.64,160.5,3,2.67,9.9,"no",88,9.82,218.3,26,"yes"
"411-2977","yes",154,"510",3,122,26.27,154.5,71,18.21,214.2,2,3.24,12.0,"no",105,8.01,178.0,0,"no"
"389-8163","no",110,"408",1,114,32.69,192.3,114,10.99,129.3,12,1.7,6.3,"no",102,6.13,136.3,34,"yes"
"417-4456","yes",75,"415",0,106,51.87,305.1,115,15.98,188.0,5,2.3,8.5,"no",116,10.59,235.4,0,"no"
"351-1894","no",84,"408",2,106,32.81,193.0,106,13.06,153.6,5,2.0,7.4,"no",87,11.72,260.4,38,"yes"
"386-6408","no",113,"510",1,88,12.33,72.5,112,17.34,204.0,3,1.78,6.6,"no",118,5.31,117.9,0,"no"
"370-9592","no",181,"510",2,61,17.88,105.2,79,29.01,341.3,3,1.7,6.3,"no",97,7.46,165.7,40,"yes"
"397-9251","no",51,"415",2,88,30.69,180.5,102,11.45,134.7,3,2.7,10.0,"no",97,7.68,170.7,0,"no"
"395-6913","no",102,"408",0,86,36.5,214.7,109,26.72,314.3,2,3.86,14.3,"no",110,12.61,280.2,29,"yes"
"332-3804","no",107,"408",1,95,14.76,86.8,85,9.19,108.1,3,3.56,13.2,"no",87,9.19,204.3,0,"no"
"421-1326","yes",88,"510",5,99,22.36,131.5,128,14.86,174.8,2,2.13,7.9,"no",83,8.29,184.2,0,"no"
"415-8200","no",82,"415",0,102,23.02,135.4,122,20.15,237.1,4,4.73,17.5,"no",91,5.32,118.3,0,"no"
"371-9414","no",204,"415",6,85,29.63,174.3,95,21.6,254.1,3,1.59,5.9,"no",96,7.94,176.4,0,"no"
"347-3895","no",130,"510",3,63,34.66,203.9,93,16.3,191.8,4,3.27,12.1,"no",125,5.96,132.5,0,"no"
"342-5854","no",174,"510",0,108,40.04,235.5,143,12.1,142.3,5,3.38,12.5,"no",131,14.25,316.7,0,"no"
"379-7192","no",129,"415",2,113,26.69,157.0,97,21.84,256.9,2,3.27,12.1,"no",126,8.35,185.5,0,"no"
"394-5753","no",190,"415",3,55,19.02,111.9,124,18.96,223.0,7,2.7,10.0,"yes",81,10.94,243.2,0,"no"
"390-6932","no",54,"510",3,91,40.17,236.3,130,12.99,152.8,8,3.02,11.2,"yes",98,7.21,160.3,0,"no"
"394-3171","no",78,"408",0,88,27.81,163.6,93,24.09,283.4,9,2.32,8.6,"no",108,11.79,262.1,0,"no"
"394-5202","no",100,"415",1,127,36.31,213.6,82,14.95,175.9,3,2.4,8.9,"no",100,9.32,207.2,29,"yes"
"348-3777","no",70,"510",3,72,24.38,143.4,92,14.45,170.0,4,2.54,9.4,"no",68,5.76,127.9,30,"yes"
"407-3949","no",111,"510",1,119,13.31,78.3,94,16.85,198.2,4,3.27,12.1,"no",94,11.18,248.5,0,"no"
"363-4779","no",117,"408",1,98,16.51,97.1,131,19.38,228.0,3,2.86,10.6,"no",111,10.8,240.0,0,"no"
"340-2239","no",68,"415",0,93,16.0,94.1,80,12.55,147.6,2,2.73,10.1,"no",85,9.61,213.5,0,"no"
"359-3423","yes",27,"510",2,95,38.47,226.3,109,23.32,274.3,3,2.21,8.2,"no",119,10.92,242.7,0,"no"
"382-9297","no",91,"415",1,61,22.75,133.8,96,13.5,158.8,2,2.84,10.5,"no",92,8.53,189.6,0,"no"
"330-9294","no",181,"415",1,93,32.35,190.3,127,21.17,249.0,4,2.86,10.6,"no",82,9.71,215.7,27,"yes"
"362-8763","no",118,"415",3,106,50.13,294.9,115,14.08,165.7,5,2.65,9.8,"no",63,8.51,189.2,36,"yes"
"403-4816","no",112,"415",2,114,31.52,185.4,119,16.27,191.4,11,2.7,10.0,"no",78,6.48,144.0,0,"no"
"371-2155","no",93,"415",0,121,30.52,179.5,131,16.31,191.9,4,3.24,12.0,"no",125,7.45,165.5,0,"no"
"334-1339","no",102,"408",0,94,26.86,158.0,100,17.67,207.9,10,2.73,10.1,"no",120,8.57,190.4,0,"no"
"341-7412","no",93,"415",0,131,29.41,173.0,108,16.18,190.4,2,2.81,10.4,"no",66,13.05,290.0,0,"no"
"375-4770","no",107,"415",1,101,22.81,134.2,145,18.01,211.9,5,2.21,8.2,"no",138,7.54,167.6,32,"yes"
"406-7643","no",100,"415",3,123,21.28,125.2,101,19.63,230.9,9,3.4,12.6,"no",106,8.64,192.0,32,"yes"
"415-8164","no",115,"415",2,111,33.3,195.9,108,19.3,227.0,1,3.56,13.2,"no",113,14.09,313.2,0,"no"
"354-3545","no",63,"510",0,61,36.41,214.2,88,15.4,181.2,2,2.78,10.3,"no",68,7.83,174.0,13,"yes"
"377-3139","no",57,"415",0,101,37.59,221.1,65,20.12,236.7,1,2.57,9.5,"no",137,11.35,252.3,0,"no"
"418-7478","no",119,"408",1,100,22.44,132.0,121,14.73,173.3,5,3.13,11.6,"no",108,9.16,203.5,26,"yes"
"385-6952","no",73,"408",1,92,26.79,157.6,87,16.86,198.3,4,2.46,9.1,"no",106,16.42,364.9,0,"no"
"381-8593","no",98,"408",2,71,18.75,110.3,108,15.5,182.4,8,2.97,11.0,"no",88,8.27,183.8,30,"yes"
"365-9371","no",139,"415",0,121,27.46,161.5,137,16.4,192.9,13,3.02,11.2,"yes",96,7.57,168.3,0,"no"
"401-7335","no",31,"408",1,116,29.21,171.8,125,20.46,240.7,7,2.86,10.6,"no",80,11.05,245.5,28,"yes"
"364-5126","no",129,"510",1,99,35.87,211.0,89,13.18,155.1,5,3.08,11.4,"no",96,10.57,234.8,32,"yes"
"385-7157","yes",115,"415",7,89,23.68,139.3,95,16.35,192.3,3,2.51,9.3,"no",75,6.8,151.0,0,"no"
"385-4766","yes",108,"415",2,99,49.57,291.6,93,18.79,221.1,9,3.78,14.0,"no",110,10.31,229.2,0,"no"
"390-1760","no",139,"408",0,110,23.63,139.0,93,11.3,132.9,1,3.27,12.1,"no",120,12.24,272.0,0,"no"
"365-8831","no",102,"408",4,125,39.92,234.8,99,16.93,199.2,1,2.7,10.0,"no",88,7.34,163.2,0,"no"
"353-4002","no",149,"408",1,83,31.89,187.6,81,17.12,201.4,1,2.38,8.8,"no",79,11.89,264.2,0,"no"
"367-5923","no",113,"415",2,143,27.17,159.8,93,17.86,210.1,7,3.54,13.1,"no",86,7.88,175.1,0,"no"
"393-9548","no",131,"408",1,100,30.11,177.1,85,16.49,194.0,5,1.4,5.2,"no",124,11.4,253.4,33,"yes"
"362-2356","no",83,"408",0,101,20.04,117.9,92,13.63,160.4,10,3.08,11.4,"no",150,10.59,235.3,0,"no"
"365-2341","no",96,"415",2,95,42.09,247.6,150,21.79,256.3,6,2.92,10.8,"no",72,7.14,158.6,21,"yes"
"388-8797","no",98,"408",1,77,28.88,169.9,155,11.76,138.3,7,2.3,8.5,"no",105,6.42,142.6,0,"no"
"400-4713","no",3,"415",3,120,31.45,185.0,129,17.31,203.7,3,3.81,14.1,"no",89,7.67,170.5,0,"no"
"420-3042","no",77,"408",0,84,34.83,204.9,102,17.09,201.0,5,3.05,11.3,"no",97,9.89,219.7,17,"yes"
"396-4171","no",75,"408",3,119,38.34,225.5,108,15.47,182.0,2,2.54,9.4,"no",106,12.19,270.9,24,"yes"
"389-8417","yes",40,"510",4,115,28.85,169.7,123,12.02,141.4,3,2.84,10.5,"no",115,11.39,253.0,0,"no"
"339-4068","no",108,"415",0,102,40.68,239.3,127,18.99,223.4,6,2.86,10.6,"no",104,11.31,251.4,0,"no"
"341-4873","yes",100,"415",4,96,19.26,113.3,89,16.82,197.9,2,3.16,11.7,"no",93,12.8,284.5,0,"no"
"336-2322","no",16,"415",3,100,27.52,161.9,138,19.56,230.1,11,2.75,10.2,"no",78,6.7,148.8,0,"no"
"402-1607","no",115,"510",2,110,22.66,133.3,111,15.78,185.7,4,1.51,5.6,"no",113,7.27,161.5,16,"yes"
"379-3037","no",108,"510",3,88,29.02,170.7,113,9.34,109.9,1,2.35,8.7,"no",99,7.46,165.7,25,"yes"
"382-1399","no",107,"510",5,76,32.25,189.7,65,13.27,156.1,3,2.24,8.3,"no",91,10.98,244.0,0,"no"
"394-5489","yes",161,"415",2,100,54.79,322.3,135,19.58,230.4,5,2.11,7.8,"no",104,10.87,241.5,0,"no"
"387-6065","no",147,"415",2,74,21.15,124.4,78,27.28,320.9,4,2.81,10.4,"no",126,7.07,157.2,0,"no"
"327-6087","no",107,"415",3,94,24.97,146.9,111,9.72,114.3,5,3.08,11.4,"no",97,5.15,114.5,0,"no"
"341-8667","no",120,"510",1,123,32.74,192.6,105,17.54,206.4,3,2.92,10.8,"no",93,12.74,283.2,0,"no"
"338-9612","no",107,"408",1,83,16.37,96.3,91,15.27,179.6,2,2.78,10.3,"no",121,7.48,166.3,36,"yes"
"364-1134","no",58,"510",3,96,22.42,131.9,107,14.25,167.6,5,3.97,14.7,"no",106,9.27,205.9,0,"no"
"413-4811","no",91,"408",2,121,25.02,147.2,87,14.89,175.2,3,3.59,13.3,"no",80,6.13,136.3,0,"no"
"354-4333","no",13,"415",2,139,24.33,143.1,88,20.37,239.6,5,1.92,7.1,"no",123,9.98,221.7,0,"no"
"382-2026","no",104,"408",5,127,47.67,280.4,79,15.25,179.4,6,4.1,15.2,"no",77,6.78,150.6,0,"no"
"368-3287","no",93,"415",1,85,40.32,237.2,100,18.11,213.1,4,2.89,10.7,"no",87,8.67,192.7,31,"yes"
"367-8298","no",95,"510",2,95,31.31,184.2,101,15.44,181.6,4,3.46,12.8,"no",113,6.45,143.4,0,"no"
"391-1783","no",104,"415",3,141,18.55,109.1,140,15.9,187.1,4,2.7,10.0,"no",100,9.75,216.6,0,"no"
"393-8762","yes",35,"408",5,115,23.48,138.1,82,13.45,158.2,2,2.78,10.3,"no",118,9.71,215.7,0,"no"
"385-1423","no",62,"415",3,94,31.76,186.8,92,17.65,207.6,4,2.38,8.8,"no",98,8.78,195.0,0,"no"
"406-7670","no",143,"510",1,112,26.42,155.4,92,24.73,290.9,5,3.75,13.9,"no",91,10.28,228.4,0,"no"
"339-5423","no",62,"415",4,91,41.7,245.3,130,10.45,122.9,4,2.3,8.5,"no",102,10.28,228.4,0,"no"
"366-8939","yes",60,"415",0,97,35.0,205.9,117,23.58,277.4,2,2.97,11.0,"yes",139,9.09,202.0,0,"no"
"353-2391","no",41,"510",1,138,35.22,207.2,83,18.2,214.1,4,3.21,11.9,"no",105,8.69,193.0,0,"no"
"372-4203","no",34,"415",2,100,25.76,151.5,126,21.14,248.7,5,2.89,10.7,"no",120,8.99,199.8,14,"yes"
"385-5688","yes",56,"408",0,112,37.72,221.9,122,23.65,278.2,5,1.92,7.1,"no",85,12.96,288.1,0,"no"
"397-7453","no",183,"415",1,100,32.3,190.0,78,20.96,246.6,4,2.57,9.5,"no",107,13.69,304.2,0,"no"
"366-9015","no",94,"415",2,111,37.54,220.8,67,13.28,156.2,4,2.84,10.5,"no",89,8.46,187.9,0,"no"
"356-1654","no",73,"415",2,117,29.53,173.7,114,17.34,204.0,3,1.7,6.3,"no",94,7.86,174.6,47,"yes"
"337-3932","no",123,"408",2,94,19.52,114.8,104,12.75,150.0,4,2.59,9.6,"no",119,12.09,268.6,0,"no"
"350-1126","no",64,"408",3,97,19.35,113.8,97,16.35,192.3,1,2.81,10.4,"no",89,9.67,214.9,0,"no"
"416-3649","yes",127,"415",4,60,24.34,143.2,159,15.26,179.5,4,1.67,6.2,"yes",122,7.73,171.8,0,"no"
"349-1726","no",33,"415",3,111,31.35,184.4,110,17.32,203.8,5,2.51,9.3,"no",100,10.68,237.4,0,"no"
"405-1589","no",27,"415",1,67,38.66,227.4,115,21.08,248.0,6,2.11,7.8,"no",109,2.76,61.4,0,"no"
"366-7560","no",123,"408",0,99,38.08,224.0,80,17.91,210.7,5,0.57,2.1,"no",75,10.44,231.9,0,"no"
"333-9643","no",148,"510",2,95,36.75,216.2,105,15.78,185.7,5,2.7,10.0,"no",143,13.5,300.0,0,"no"
"355-6422","no",81,"415",0,121,22.08,129.9,105,19.56,230.1,3,3.59,13.3,"no",123,6.32,140.5,0,"no"
"329-5400","no",122,"510",2,108,39.12,230.1,76,24.45,287.6,3,1.86,6.9,"no",85,7.97,177.1,30,"yes"
"383-6356","no",52,"415",1,97,34.75,204.4,128,23.22,273.2,5,2.97,11.0,"no",118,8.08,179.6,0,"no"
"377-7276","no",91,"408",1,101,36.82,216.6,98,14.71,173.1,3,2.46,9.1,"no",95,10.89,242.1,44,"yes"
"337-1586","yes",54,"415",2,85,42.08,247.5,93,19.16,225.4,2,2.75,10.2,"no",132,10.99,244.3,0,"no"
"336-9273","no",152,"510",1,93,38.78,228.1,106,11.59,136.4,2,2.43,9.0,"no",107,8.88,197.3,0,"no"
"415-5476","yes",201,"415",1,110,38.4,225.9,86,25.42,299.1,4,3.02,11.2,"no",81,11.31,251.3,0,"no"
"332-2650","yes",78,"415",4,115,17.6,103.5,102,10.02,117.9,3,3.24,12.0,"no",94,9.05,201.0,0,"no"
"418-8257","no",67,"415",0,70,19.64,115.5,143,21.44,252.2,6,2.03,7.5,"no",91,9.4,208.9,0,"no"
"407-3121","no",100,"408",1,125,37.2,218.8,102,12.61,148.3,6,2.62,9.7,"no",97,12.5,277.8,0,"no"
"381-2413","no",41,"510",3,67,38.05,223.8,74,20.81,244.8,5,3.32,12.3,"no",156,10.07,223.8,0,"no"
"378-1144","no",133,"415",3,71,24.45,143.8,131,15.64,184.0,4,3.48,12.9,"no",132,12.4,275.5,0,"no"
"359-5091","no",36,"408",2,123,5.08,29.9,117,10.97,129.1,6,2.32,8.6,"no",105,14.67,325.9,43,"yes"
"378-6986","no",51,"510",0,121,47.04,276.7,99,17.31,203.7,3,2.24,8.3,"no",88,11.08,246.2,28,"yes"
"386-6580","no",122,"415",0,128,24.04,141.4,70,12.44,146.4,4,2.19,8.1,"no",75,5.54,123.0,0,"no"
"419-9713","no",84,"408",1,102,26.16,153.9,117,11.96,140.7,5,3.46,12.8,"no",101,9.8,217.7,41,"yes"
"382-6153","no",91,"415",0,128,32.39,190.5,103,17.47,205.5,5,3.73,13.8,"no",63,5.88,130.7,0,"no"
"332-1690","no",110,"408",1,102,32.74,192.6,118,15.21,178.9,4,2.54,9.4,"no",74,9.66,214.6,0,"no"
"348-9383","no",91,"408",1,115,25.81,151.8,116,8.81,103.6,4,3.29,12.2,"yes",86,7.03,156.3,0,"no"
"420-3857","no",121,"408",5,74,36.65,215.6,98,16.4,192.9,4,2.73,10.1,"no",103,6.48,144.0,0,"no"
"405-2653","no",109,"415",3,100,30.6,180.0,103,19.47,229.0,8,2.11,7.8,"no",105,6.27,139.4,0,"no"
"417-9278","no",95,"510",2,116,26.74,157.3,77,16.79,197.5,4,2.27,8.4,"no",111,5.77,128.2,0,"no"
"352-5663","no",72,"415",0,88,33.41,196.5,129,13.48,158.6,3,1.84,6.8,"no",118,12.12,269.3,0,"no"
"370-8786","no",73,"415",0,130,40.85,240.3,83,13.81,162.5,3,3.21,11.9,"no",136,10.44,231.9,0,"no"
"415-6333","no",108,"415",3,126,32.86,193.3,85,13.15,154.7,6,2.54,9.4,"no",98,7.87,174.8,0,"no"
"391-6558","no",58,"408",1,40,36.02,211.9,76,23.32,274.4,4,1.46,5.4,"no",139,9.47,210.5,39,"yes"
"396-4234","no",148,"415",1,111,37.18,218.7,133,13.23,155.6,5,2.21,8.2,"yes",62,12.48,277.4,0,"no"
"345-6961","yes",76,"510",0,110,41.96,246.8,63,17.54,206.3,5,3.56,13.2,"yes",123,9.38,208.4,0,"no"
"346-5992","yes",103,"415",6,151,29.7,174.7,56,12.58,148.0,3,4.27,15.8,"no",109,7.57,168.2,0,"no"
"402-3908","yes",87,"415",0,83,40.8,240.0,106,11.4,134.1,2,2.51,9.3,"no",84,8.51,189.1,0,"no"
"350-2340","no",35,"510",2,76,30.8,181.2,98,15.1,177.6,3,1.35,5.0,"no",136,10.26,228.0,37,"yes"
"410-2015","no",88,"415",1,67,19.33,113.7,127,14.03,165.1,3,2.92,10.8,"no",142,6.37,141.5,0,"no"
"380-3311","no",67,"415",0,86,29.7,174.7,93,13.65,160.6,1,3.62,13.4,"no",108,6.99,155.3,41,"yes"
"399-7029","no",77,"510",2,89,35.89,211.1,97,19.0,223.5,9,2.62,9.7,"no",106,6.68,148.4,29,"yes"
"337-3868","no",124,"510",1,108,28.78,169.3,91,15.18,178.6,3,3.29,12.2,"no",82,10.9,242.3,0,"no"
"354-8088","no",30,"415",0,107,42.06,247.4,76,14.95,175.9,2,3.05,11.3,"no",90,12.93,287.4,0,"no"
"416-9723","no",53,"415",2,63,22.3,131.2,125,19.33,227.4,2,3.46,12.8,"no",105,8.05,178.9,32,"yes"
"337-4403","no",152,"510",1,84,27.44,161.4,88,13.91,163.6,5,3.19,11.8,"no",121,6.89,153.2,0,"no"
"416-1536","no",100,"510",1,98,18.22,107.2,122,7.38,86.8,4,2.62,9.7,"yes",117,7.03,156.2,0,"no"
"386-3796","no",59,"408",1,120,36.02,211.9,136,17.25,202.9,5,2.38,8.8,"no",95,9.61,213.5,32,"yes"
"340-4989","no",143,"510",3,120,27.27,160.4,104,24.3,285.9,4,1.86,6.9,"no",85,8.21,182.5,0,"no"
"340-6221","no",142,"510",1,101,39.22,230.7,88,21.83,256.8,3,1.73,6.4,"no",92,11.88,263.9,40,"yes"
"363-3469","no",105,"408",1,96,39.54,232.6,117,21.54,253.4,9,2.84,10.5,"no",101,6.93,154.0,0,"no"
"345-3787","yes",111,"408",1,90,50.1,294.7,72,25.04,294.6,3,2.92,10.8,"no",121,11.7,260.1,0,"no"
"362-3107","no",143,"510",1,107,22.68,133.4,117,19.03,223.9,13,2.75,10.2,"no",85,8.12,180.4,0,"no"
"345-1994","no",93,"408",0,123,52.05,306.2,83,16.12,189.7,2,3.16,11.7,"no",107,10.81,240.3,22,"yes"
"377-5417","no",79,"415",2,135,40.26,236.8,87,15.84,186.4,5,2.81,10.4,"no",112,5.71,126.9,0,"no"
"369-8574","yes",68,"415",3,92,21.37,125.7,98,23.45,275.9,6,3.83,14.2,"yes",108,9.65,214.5,24,"yes"
"344-6847","no",93,"510",1,114,28.63,168.4,127,23.46,276.0,3,3.08,11.4,"yes",48,8.83,196.2,0,"no"
"391-7528","no",103,"415",2,134,12.05,70.9,112,11.43,134.5,6,3.24,12.0,"no",164,7.6,168.8,0,"no"
"393-6053","no",144,"510",0,86,17.85,105.0,123,10.35,121.8,4,1.0,3.7,"no",122,9.97,221.5,38,"yes"
"392-6286","no",93,"415",1,141,25.86,152.1,107,18.32,215.5,7,3.24,12.0,"no",111,11.81,262.4,0,"no"
"365-9079","no",149,"510",3,79,30.75,180.9,83,16.57,194.9,9,2.38,8.8,"yes",109,8.9,197.8,0,"no"
"399-3089","no",23,"510",1,84,26.62,156.6,96,13.73,161.5,6,2.54,9.4,"no",107,13.26,294.6,31,"yes"
"365-2192","no",221,"510",0,85,30.69,180.5,92,19.05,224.1,3,0.65,2.4,"no",103,9.26,205.7,24,"yes"
"394-3051","no",164,"510",1,100,40.6,238.8,121,19.55,230.0,8,3.56,13.2,"no",66,9.28,206.3,30,"yes"
"357-2429","no",104,"415",2,66,30.96,182.1,65,18.16,213.6,9,3.62,13.4,"no",108,8.69,193.0,18,"yes"
"421-6268","no",150,"415",2,72,23.73,139.6,170,28.29,332.8,2,2.38,8.8,"no",105,9.62,213.8,35,"yes"
"401-5915","no",184,"408",0,76,34.05,200.3,105,21.56,253.6,5,2.75,10.2,"no",93,6.72,149.3,12,"yes"
"348-6057","no",88,"408",1,94,26.1,153.5,118,21.39,251.7,6,2.3,8.5,"no",99,8.2,182.2,0,"no"
"349-3843","no",61,"415",3,119,21.79,128.2,83,14.59,171.7,6,3.16,11.7,"yes",114,11.29,250.9,29,"yes"
"396-5561","no",110,"408",2,145,27.12,159.5,101,17.2,202.3,2,4.51,16.7,"no",96,11.52,256.0,0,"no"
"370-9622","yes",115,"415",3,101,38.49,226.4,60,23.53,276.8,4,3.32,12.3,"no",82,9.6,213.4,0,"no"
"371-9602","no",33,"408",2,81,42.82,251.9,96,16.54,194.6,3,2.27,8.4,"no",87,9.5,211.2,0,"no"
"351-2815","yes",100,"510",2,117,44.97,264.5,111,16.49,194.0,4,2.03,7.5,"no",111,11.82,262.7,0,"no"
"369-8703","no",209,"415",0,105,26.13,153.7,87,16.03,188.6,2,2.89,10.7,"no",95,9.04,200.8,0,"no"
"355-2840","no",27,"510",5,81,39.46,232.1,101,17.92,210.8,6,4.05,15.0,"no",87,7.44,165.4,0,"no"
"372-1115","no",117,"415",1,86,34.32,201.9,96,18.05,212.3,10,2.11,7.8,"no",98,7.96,176.9,0,"no"
"337-2986","no",87,"408",1,79,31.77,186.9,105,15.52,182.6,14,1.13,4.2,"no",90,6.44,143.1,0,"no"
"404-3238","no",129,"510",1,89,33.42,196.6,95,15.35,180.6,5,1.78,6.6,"no",83,11.03,245.0,27,"yes"
"397-4968","no",142,"510",1,102,39.46,232.1,110,14.3,168.2,3,2.67,9.9,"no",120,8.88,197.3,0,"no"
"327-1058","no",112,"415",0,79,28.22,166.0,100,6.34,74.6,7,1.7,6.3,"no",74,11.16,247.9,0,"no"
"419-9509","no",75,"510",1,96,34.1,200.6,111,13.95,164.1,5,0.68,2.5,"no",153,7.63,169.6,28,"yes"
"349-7282","no",97,"408",3,101,23.97,141.0,85,18.02,212.0,2,1.32,4.9,"no",138,7.88,175.2,25,"yes"
"382-5743","no",121,"408",0,95,41.65,245.0,66,18.44,216.9,8,2.03,7.5,"no",125,5.06,112.4,34,"yes"
"358-2694","no",142,"415",1,140,23.94,140.8,119,19.43,228.6,7,2.94,10.9,"yes",88,6.88,152.9,0,"no"
"378-1884","yes",121,"510",3,93,43.37,255.1,97,22.69,266.9,3,2.38,8.8,"no",118,8.9,197.7,0,"no"
"330-1627","no",87,"415",2,99,21.25,125.0,81,20.0,235.3,7,2.75,10.2,"no",95,9.69,215.3,33,"yes"
"392-5716","no",34,"408",1,65,30.7,180.6,99,23.83,280.4,3,1.35,5.0,"no",105,13.16,292.4,0,"no"
"384-6132","yes",177,"415",1,118,42.28,248.7,73,14.65,172.3,2,3.05,11.3,"yes",87,8.64,191.9,0,"no"
"359-2740","no",58,"415",0,111,30.28,178.1,109,20.12,236.7,2,2.27,8.4,"no",118,11.88,264.0,30,"yes"
"338-6714","yes",113,"415",5,112,20.77,122.2,94,11.19,131.7,9,2.78,10.3,"yes",106,7.63,169.5,0,"no"
"347-9968","no",101,"415",1,87,39.32,231.3,88,19.1,224.7,7,1.94,7.2,"no",69,9.66,214.6,0,"no"
"343-3399","no",89,"415",3,101,18.9,111.2,94,10.38,122.1,2,3.4,12.6,"no",85,8.14,180.8,0,"no"
"334-6129","yes",77,"408",0,117,17.54,103.2,86,20.09,236.3,2,3.21,11.9,"yes",101,9.16,203.5,44,"yes"
"377-4975","yes",146,"510",4,104,23.53,138.4,122,13.51,158.9,9,1.05,3.9,"no",73,2.13,47.4,0,"no"
"405-3533","no",93,"415",0,85,24.87,146.3,95,18.41,216.6,3,3.11,11.5,"no",82,10.49,233.0,0,"no"
"337-9326","no",160,"415",0,66,35.07,206.3,109,20.49,241.1,6,3.16,11.7,"no",102,10.25,227.8,0,"no"
"338-6556","no",55,"415",0,103,22.44,132.0,114,23.77,279.6,4,3.65,13.5,"no",74,8.1,180.0,0,"no"
"354-3040","no",88,"408",2,105,46.68,274.6,121,13.69,161.1,4,2.48,9.2,"no",123,8.75,194.4,0,"no"
"396-1278","no",63,"510",0,87,31.5,185.3,87,19.15,225.3,3,3.16,11.7,"no",93,8.74,194.3,0,"no"
"354-6810","no",127,"415",1,69,26.32,154.8,105,15.06,177.2,4,2.43,9.0,"no",102,9.34,207.6,24,"yes"
"403-6237","no",57,"415",1,105,30.46,179.2,83,24.07,283.2,5,3.97,14.7,"no",77,10.26,228.1,30,"yes"
"411-6823","yes",138,"510",2,61,48.65,286.2,60,15.91,187.2,4,2.97,11.0,"yes",114,6.58,146.2,0,"no"
"338-1400","no",115,"408",3,115,45.56,268.0,106,13.06,153.6,1,4.59,17.0,"no",65,10.45,232.3,0,"no"
"412-6245","no",171,"415",2,110,23.38,137.5,109,16.84,198.1,5,3.59,13.3,"no",131,13.17,292.7,0,"no"
"377-3417","no",148,"408",2,115,41.31,243.0,91,16.3,191.8,5,3.62,13.4,"no",93,5.3,117.8,0,"no"
"343-2597","no",127,"510",1,79,22.93,134.9,114,18.83,221.5,2,4.05,15.0,"no",118,5.12,113.8,0,"no"
"388-8282","no",61,"415",1,76,39.81,234.2,108,18.42,216.7,2,3.75,13.9,"no",122,5.88,130.6,0,"no"
"416-8394","no",131,"415",1,73,29.77,175.1,116,14.61,171.9,6,1.97,7.3,"no",94,5.9,131.1,0,"no"
"343-6643","no",88,"408",1,107,24.17,142.2,84,22.3,262.4,5,2.73,10.1,"no",99,6.26,139.2,0,"no"
"330-4364","no",130,"510",2,81,22.51,132.4,110,17.03,200.3,1,1.62,6.0,"no",103,9.11,202.5,0,"no"
"414-1537","no",89,"415",0,98,16.63,97.8,67,17.61,207.2,2,1.59,5.9,"no",126,9.65,214.5,24,"yes"
"408-1913","yes",82,"415",3,83,45.37,266.9,74,19.52,229.7,6,2.97,11.0,"no",99,11.33,251.7,0,"no"
"406-5532","no",138,"510",3,139,26.38,155.2,79,22.81,268.3,4,2.62,9.7,"no",71,8.39,186.4,33,"yes"
"417-7722","no",115,"415",1,92,34.03,200.2,107,20.82,244.9,3,2.38,8.8,"no",96,8.59,190.9,0,"no"
"367-5226","yes",84,"415",2,100,49.15,289.1,97,19.87,233.8,2,3.43,12.7,"no",148,10.06,223.5,0,"no"
"344-5766","no",117,"510",1,121,33.73,198.4,104,21.21,249.5,5,2.84,10.5,"yes",115,7.33,162.8,0,"no"
"405-1370","no",60,"415",2,67,30.65,180.3,68,17.68,208.0,6,3.46,12.8,"no",101,8.15,181.2,0,"no"
"368-9073","no",62,"415",2,84,14.67,86.3,99,20.29,238.7,1,3.38,12.5,"no",79,10.73,238.4,0,"no"
"373-7974","yes",133,"510",2,141,50.15,295.0,101,19.01,223.6,4,3.48,12.9,"no",109,10.32,229.4,0,"no"
"371-4633","no",131,"408",3,108,40.95,240.9,91,14.23,167.4,8,3.97,14.7,"no",109,14.5,322.2,0,"no"
"336-4960","no",65,"408",1,109,35.31,207.7,117,18.49,217.5,5,2.16,8.0,"no",111,5.65,125.6,0,"no"
"405-5083","no",120,"510",1,115,21.85,128.5,91,13.91,163.7,0,0.0,0.0,"no",121,10.93,242.9,27,"yes"
"392-1105","no",142,"510",1,114,38.15,224.4,106,12.41,146.0,2,2.38,8.8,"no",98,10.86,241.4,22,"yes"
"378-2397","no",134,"415",2,115,28.03,164.9,96,10.75,126.5,9,2.7,10.0,"no",125,10.73,238.5,0,"no"
"331-4184","no",87,"415",2,97,40.46,238.0,97,13.98,164.5,6,2.86,10.6,"no",132,12.71,282.5,0,"no"
